gene	transcript_biotype	SVTYPE	SVLEN	category	sv	cell_line	sample	location
LINC00698	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CFAP44-AS1	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
GPR174	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
GPR174	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
GPR174	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
GPR174	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
PLA1A	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
LINC00500	lncRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
LINC00500	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
TEX55	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
ALDH1L1-AS1	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
CDCP1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CDCP1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CD80	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
FHL1	protein_coding	INVh2h	6586627	Inversion	INVh2h:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
FHL1	protein_coding	INVt2t	6586627	Inversion	INVt2t:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
GXYLT1	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
IL15	protein_coding	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
IL15	protein_coding	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
LINC00613	lncRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
LINC00613	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
FIG4	protein_coding	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
FIG4	protein_coding	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
LINC02035	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
B4GALT4-AS1	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
CFAP44	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
ABCB7	protein_coding	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
ABCB7	protein_coding	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
ABCB7	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
ABCB7	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
ACOX2	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ACOX2	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
LINC02016	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
IGSF11	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
CMTM7	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CMTM7	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SPICE1	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
TGFBR2	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
TGFBR2	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ARHGEF3-AS1	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ARHGEF3-AS1	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CCR4	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CCR4	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
UTP14A	protein_coding	INVh2h	6586627	Inversion	INVh2h:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
UTP14A	protein_coding	INVt2t	6586627	Inversion	INVt2t:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
LINC01471	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
SNX4	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
BCORL1	protein_coding	INVh2h	6586627	Inversion	INVh2h:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
BCORL1	protein_coding	INVt2t	6586627	Inversion	INVt2t:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
IRS4	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
IRS4	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
IRS4-AS1	lncRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
IRS4-AS1	lncRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
TCEAL3	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
TCEAL3	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
TCEAL3	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
TCEAL3	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
B4GALT4	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
FAM199X	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
FAM199X	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
FAM199X	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
FAM199X	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
ESX1	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
ESX1	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
ESX1	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
ESX1	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
CHRDL1	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
CHRDL1	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
TPRA1	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
CAPN6	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
CAPN6	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-496P	snRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-496P	snRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
SRPX2	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
SRPX2	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
SRPX2	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
SRPX2	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
BTLA	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
SLC9C1	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
SCAF11	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
ATG3	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
HSPBAP1	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
UPK1B	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
TIMMDC1-DT	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
PRR23E	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
LRRTM4-AS1	lncRNA	DEL	849273	Deletion	DEL:chr2:76907917-77757190	HAP1	C516R_G1_D61	Within variant
SEMA3F	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SEMA3F	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ARHGAP31-AS1	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
LINC01472	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
BFSP2	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
CT45A3	protein_coding	INVh2h	6586627	Inversion	INVh2h:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
CT45A3	protein_coding	INVt2t	6586627	Inversion	INVt2t:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
CT45A6	protein_coding	INVh2h	6586627	Inversion	INVh2h:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
CT45A6	protein_coding	INVt2t	6586627	Inversion	INVt2t:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
SLC41A3-AS1	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
MRAS	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
CT45A2	protein_coding	INVh2h	6586627	Inversion	INVh2h:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
CT45A2	protein_coding	INVt2t	6586627	Inversion	INVt2t:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
CT45A8	protein_coding	INVh2h	6586627	Inversion	INVh2h:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
CT45A8	protein_coding	INVt2t	6586627	Inversion	INVt2t:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
CT45A9	protein_coding	INVh2h	6586627	Inversion	INVh2h:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
CT45A9	protein_coding	INVt2t	6586627	Inversion	INVt2t:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
TMEM164	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
TMEM164	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
FAM3D	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
FAM3D	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
MIR652	miRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
MIR652	miRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
MIR3978	miRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
MIR3978	miRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
SNORD96B	snoRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
SNORD96B	snoRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
AMMECR1-IT1	lncRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
AMMECR1-IT1	lncRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNF7	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
OSBPL11	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
LINC00994	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
LINC00994	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
PDIA5	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
IL20RB	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
SLC35A5	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
ILDR1	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
TMEM108-AS1	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
ESYT3	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
YIPF6	protein_coding	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
YIPF6	protein_coding	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
STAG1	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
RNU6-245P	snRNA	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
RNU6-245P	snRNA	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
CLDN2	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
CLDN2	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
HACD2	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
DRP2	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
DRP2	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
DRP2	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
DRP2	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
APPL1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
APPL1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
LINC02172	lncRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
LINC02172	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
SOX14	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
SYNPR-AS1	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SYNPR-AS1	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
LINC02024	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
ATP1B3-AS1	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
NECTIN3	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
IGSF11-AS1	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
PRICKLE2	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
PRICKLE2	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CRYBG1	protein_coding	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
CRYBG1	protein_coding	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
LINC02034	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
RTN4IP1	protein_coding	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
RTN4IP1	protein_coding	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
SIDT1-AS1	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
IL20RB-AS1	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
TBILA	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
RNU6-527P	snRNA	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
RNU6-527P	snRNA	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
QRSL1	protein_coding	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
QRSL1	protein_coding	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
LINC02526	lncRNA	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
LINC02526	lncRNA	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
RNU6-117P	snRNA	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
RNU6-117P	snRNA	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
MIR587	miRNA	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
MIR587	miRNA	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
SNORA40C	snoRNA	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
SNORA40C	snoRNA	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
RNU6-1115P	snRNA	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
RNU6-1115P	snRNA	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
AMD1	protein_coding	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
AMD1	protein_coding	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
CLSTN2-AS1	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
RUVBL1	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
GTF3C6	protein_coding	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
GTF3C6	protein_coding	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
RPF2	protein_coding	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
RPF2	protein_coding	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
LINC02465	lncRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
LINC02465	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
CEP70	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
RNU6-551P	snRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
RNU6-551P	snRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
RNU6-431P	snRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
RNU6-431P	snRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
SNORA24	snoRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
SNORA24	snoRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
MIR577	miRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
MIR577	miRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
MIR576	miRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
MIR576	miRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
RNU6-948P	snRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
RNU6-948P	snRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
RNU6-119P	snRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
RNU6-119P	snRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
RNU6-550P	snRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
RNU6-550P	snRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
